imdb_id	kind	reference_name
nm0003011	person	Dariusz Wolski
nm0003016	person	John Gilbert
nm0003088	person	Chris Noonan
nm0003141	person	Alan Bennett
nm0003144	person	Walter Coblenz
nm0003160	person	Christopher McQuarrie
nm0003214	person	Matthew Wood
nm0003225	person	Ed Begley
nm0003255	person	Chris Perry
nm0003256	person	Joshua Pines
nm0003299	person	Marc Shaiman
nm0003311	person	Beau Borders
nm0003313	person	Lynne Littman
nm0003357	person	Craig Henighan
nm0003360	person	Tony Dawe
nm0003385	person	John C. Joseph
nm0003394	person	Lawrence Sher
nm0003399	person	Vincent Arnardi
nm0003432	person	David Stump
nm0003473	person	Alexander Jovy
nm0003506	person	James Mangold
nm0003519	person	Anna Pinnock
nm0003542	person	Philippe Rousselot
nm0003546	person	Charles Rosher
nm0003552	person	Stephen Goldblatt
nm0003574	person	Maurice Jarre
nm0003593	person	Fred Zinnemann
nm0003606	person	Philippe de Broca
nm0003607	person	Nicola Piovani
nm0003659	person	Phedon Papamichael
nm0003720	person	David Womark
nm0003775	person	Cynthia Sleiter
nm0003817	person	Michael Clarke Duncan
nm0003827	person	Hammond Peek
nm0003836	person	Michael Powell
nm0003838	person	Dominick Tavella
nm0003884	person	Paulo Machline
nm0003893	person	Hughes Winborne
nm0003977	person	Gary Rydstrom
nm0004011	person	Patrick J. Don Vito
nm0004048	person	Paul Raimondi
nm0004052	person	Bob Shaw
nm0004056	person	Andrew Stanton
nm0004121	person	Mikael Salomon
nm0004122	person	Robert Bolt
nm0004156	person	Shawn Murphy
nm0004182	person	Frank Petzold
nm0004195	person	Gabriel Figueroa
nm0004198	person	David Acord
nm0004212	person	Peter Kurland
nm0004229	person	Adam Greenberg
nm0004230	person	Frank Loesser
nm0004244	person	Jacques Tati
nm0004266	person	Anne Hathaway
nm0004287	person	Alex Thomson
nm0004290	person	Margaret Booth
nm0004306	person	George Miller
nm0004309	person	Shirley Knight
nm0004332	person	Robert B. Weide
nm0004361	person	Roger Guyett
nm0004375	person	John Dykstra
nm0004383	person	Michael Kamen
nm0004453	person	Arthur Cohn
nm0004555	person	Walter Murch
nm0004615	person	Dick Smith
nm0004647	person	Carroll Baker
nm0004675	person	Phil Alden Robinson
nm0004716	person	Darren Aronofsky
nm0004722	person	Glen Ballard
nm0004728	person	Carole Bayer Sager
nm0004744	person	Lawrence Bender
nm0004750	person	Marilyn Bergman
nm0004763	person	Mary J. Blige
nm0004767	person	Joseph Bologna
nm0004778	person	Adrien Brody
nm0004794	person	Glen Campbell
nm0004845	person	Elvis Costello
nm0004851	person	Penélope Cruz
nm0004877	person	Roy E. Disney
nm0004896	person	Eminem
nm0004902	person	Melissa Etheridge
nm0004937	person	Jamie Foxx
nm0004976	person	Brian Grazer
nm0005002	person	Chef
nm0005008	person	Brian Henson
nm0005023	person	Djimon Hounsou
nm0005024	person	Terrence Howard
nm0005028	person	Kate Hudson
nm0005031	person	Felicity Huffman
nm0005047	person	Jimmy Jam
nm0005049	person	Allison Janney
nm0005056	person	Elton John
nm0005062	person	Chuck Jones
nm0005065	person	Quincy Jones
nm0005069	person	Spike Jonze
nm0005076	person	Jeffrey Katzenberg
nm0005086	person	Kathleen Kennedy
nm0005093	person	Regina King
nm0005121	person	Sherry Lansing
nm0005124	person	John Lasseter
nm0005131	person	Norman Lear
nm0005132	person	Heath Ledger
nm0005139	person	Mike Leigh
nm0005142	person	Annie Lennox
nm0005148	person	Delroy Lindo
nm0005162	person	Robert Loggia
nm0005181	person	Aimee Mann
nm0005196	person	Paul Mazursky
nm0005200	person	Paul McCartney
nm0005212	person	Ian McKellen
nm0005216	person	Janet McTeer
nm0005219	person	Mike Medavoy
nm0005222	person	Sam Mendes
nm0005223	person	Sérgio Mendes
nm0005237	person	Anthony Minghella
nm0005244	person	Fernanda Montenegro
nm0005268	person	Willie Nelson
nm0005271	person	Randy Newman
nm0005286	person	Haley Joel Osment
nm0005295	person	Trey Parker
nm0005319	person	Leslie Pope
nm0005358	person	Tim Rice
nm0005360	person	Lionel Richie
nm0005371	person	Robbie Robertson
nm0005377	person	Sam Rockwell
nm0005384	person	Diana Ross
nm0005421	person	Ron Shelton
nm0005436	person	John Singleton
nm0005460	person	Mary Steenburgen
nm0005476	person	Hilary Swank
nm0005479	person	Bernie Taupin
nm0005493	person	Justin Timberlake
nm0005494	person	Steve Tisch
nm0005499	person	Lily Tomlin
nm0005534	person	Diane Warren
nm0005544	person	Harvey Weinstein
nm0005549	person	Haskell Wexler
nm0005562	person	Owen Wilson
nm0005563	person	Irwin Winkler
nm0005567	person	Stevie Wonder
nm0005569	person	Alfre Woodard
nm0005572	person	Lili Fini Zanuck
nm0005573	person	Richard D. Zanuck
nm0005584	person	Jack Martin Smith
nm0005625	person	Mark A. Mangini
nm0005633	person	John Alcott
nm0005641	person	Joseph H. August
nm0005644	person	Lucien Ballard
nm0005657	person	Joseph F. Biroc
nm0005659	person	Ralf D. Bode
nm0005661	person	Norbert Brodine
nm0005664	person	Stephen H. Burum
nm0005665	person	Russell Carpenter
nm0005668	person	Wilfred M. Cline
nm0005669	person	Ghislain Cloquet
nm0005670	person	William H. Clothier
nm0005673	person	Stanley Cortez
nm0005675	person	Jordan Cronenweth
nm0005676	person	Edward Cronjager
nm0005677	person	Floyd Crosby
nm0005678	person	Dean Cundey
nm0005679	person	Allen Daviau
nm0005680	person	Ernest Day
nm0005681	person	Pasqualino De Santis
nm0005682	person	Clyde De Vinna
nm0005683	person	Roger Deakins
nm0005693	person	Elmer Dyer
nm0005696	person	Robert Elswit
nm0005701	person	Daniel L. Fapp
nm0005706	person	George J. Folsey
nm0005709	person	Robert Fraisse
nm0005710	person	William A. Fraker
nm0005711	person	Freddie Francis
nm0005712	person	Ellsworth Fredericks
nm0005713	person	Karl Freund
nm0005716	person	Lee Garmes
nm0005720	person	Alfred Gilks
nm0005726	person	Jack N. Green
nm0005729	person	Loyal Griggs
nm0005734	person	Conrad Hall
nm0005735	person	Ernest Haller
nm0005737	person	Russell Harlan
nm0005738	person	Byron Haskin
nm0005742	person	Jack Hildyard
nm0005743	person	Winton Hoch
nm0005744	person	Sławomir Idziak
nm0005758	person	Fred Koenekamp
nm0005759	person	Lajos Koltai
nm0005761	person	Robert Krasker
nm0005762	person	Milton Krasner
nm0005766	person	Joseph LaShelle
nm0005767	person	Edward Lachman
nm0005768	person	Ernest Laszlo
nm0005769	person	Philip H. Lathrop
nm0005784	person	Oliver T. Marsh
nm0005789	person	Rudolph Maté
nm0005791	person	Donald McAlpine
nm0005792	person	Ted McCord
nm0005794	person	William C. Mellor
nm0005796	person	John J. Mescall
nm0005797	person	Russell Metty
nm0005800	person	Victor Milner
nm0005803	person	Hal Mohr
nm0005807	person	Oswald Morris
nm0005815	person	Sven Nykvist
nm0005816	person	Miroslav Ondříček
nm0005823	person	Ernest Palmer
nm0005832	person	Franz Planer
nm0005835	person	Sol Polito
nm0005836	person	Dick Pope
nm0005838	person	Georges Périnal
nm0005840	person	Ray Rennahan
nm0005845	person	Owen Roizman
nm0005849	person	Harold Rosson
nm0005850	person	Giuseppe Rotunno
nm0005852	person	John L. Russell
nm0005853	person	Joseph Ruttenberg
nm0005864	person	Charles Schoenbaum
nm0005867	person	Eugen Schüfftan
nm0005868	person	John Seale
nm0005870	person	John F. Seitz
nm0005871	person	Dean Semler
nm0005872	person	Leon Shamroy
nm0005877	person	William V. Skall
nm0005878	person	Douglas Slocombe
nm0005883	person	Dante Spinotti
nm0005885	person	Harold E. Stine
nm0005886	person	Vittorio Storaro
nm0005887	person	Archie Stout
nm0005888	person	Harry Stradling
nm0005889	person	Harry Stradling
nm0005892	person	Robert L. Surtees
nm0005895	person	Edmond Séchan
nm0005898	person	Ted Tetzlaff
nm0005904	person	Gregg Toland
nm0005910	person	Geoffrey Unsworth
nm0005911	person	Jost Vacano
nm0005934	person	Robert Yeoman
nm0005936	person	Vilmos Zsigmond
nm0005945	person	Daniele Amfitheatrof
nm0005953	person	Luis Bacalov
nm0005954	person	Constantin Bakaleinikoff
nm0005961	person	Richard Rodney Bennett
nm0005966	person	Terence Blanchard
nm0005976	person	Bruce Broughton
nm0005980	person	George Bruns
nm0005985	person	Ralph Burns
nm0005988	person	R. Dale Butts
nm0005991	person	Sammy Cahn
nm0005993	person	Gerard Carbonara
nm0005994	person	Hoagy Carmichael
nm0006000	person	Saul Chaplin
nm0006015	person	Bill Conti
nm0006020	person	Bruno Coulais
nm0006021	person	Alexander Courage
nm0006024	person	Ken Darby
nm0006030	person	Frank De Vol
nm0006031	person	Barry De Vorzon
nm0006035	person	Alexandre Desplat
nm0006037	person	Adolph Deutsch
nm0006040	person	Robert E. Dolan
nm0006048	person	Al Dubin
nm0006050	person	Anne Dudley
nm0006052	person	George Duning
nm0006058	person	Hanns Eisler
nm0006066	person	Sammy Fain
nm0006070	person	George Fenton
nm0006074	person	Cy Feuer
nm0006076	person	Jerry Fielding
nm0006078	person	Louis Forbes
nm0006079	person	Leo F. Forbstein
nm0006085	person	Arthur Freed
nm0006086	person	Gerald Fried
nm0006087	person	Hugo Friedhofer
nm0006093	person	Douglas Gamley
nm0006097	person	George Gershwin
nm0006104	person	Ernest Gold
nm0006106	person	Elliot Goldenthal
nm0006115	person	Dave Grusin
nm0006118	person	Manos Hatzidakis
nm0006119	person	Richard Hageman
nm0006120	person	Earle Hagen
nm0006121	person	Marvin Hamlisch
nm0006123	person	W. Franke Harling
nm0006125	person	Lennie Hayton
nm0006127	person	Ray Heindorf
nm0006128	person	Werner R. Heymann
nm0006130	person	Friedrich Hollaender
nm0006133	person	James Newton Howard
nm0006142	person	Mark Isham
nm0006146	person	Gus Kahn
nm0006147	person	Bronisław Kaper
nm0006150	person	Fred Karlin
nm0006153	person	Jerome Kern
nm0006157	person	Erich Wolfgang Korngold
nm0006162	person	Francis Lai
nm0006166	person	Michel Legrand
nm0006177	person	Michel Magne
nm0006184	person	Johnny Mandel
nm0006191	person	Toshiro Mayuzumi
nm0006192	person	Jimmy McHugh
nm0006197	person	Johnny Mercer
nm0006203	person	Cyril J. Mockridge
nm0006212	person	Emil Newman
nm0006213	person	Lionel Newman
nm0006217	person	Jack Nitzsche
nm0006218	person	Alex North
nm0006221	person	Riz Ortolani
nm0006229	person	Nicholas Pike
nm0006234	person	Cole Porter
nm0006235	person	Rachel Portman
nm0006238	person	André Previn
nm0006239	person	Charles Previn
nm0006246	person	A. R. Rahman
nm0006247	person	Ralph Rainger
nm0006249	person	Satyajit Ray
nm0006250	person	Joe Renzetti
nm0006252	person	Hugo Riesenfeld
nm0006255	person	Milan Roder
nm0006256	person	Richard Rodgers
nm0006257	person	Heinz Eric Roemheld
nm0006260	person	Leonard Rosenman
nm0006270	person	Hans J. Salter
nm0006271	person	Philippe Sarde
nm0006276	person	Victor Schertzinger
nm0006277	person	Lalo Schifrin
nm0006287	person	Nathaniel Shilkret
nm0006288	person	David Shire
nm0006290	person	Howard Shore
nm0006291	person	Dmitri Shostakovich
nm0006293	person	Alan Silvestri
nm0006301	person	Fred Steiner
nm0006302	person	Leith Stevens
nm0006303	person	Georgie Stoll
nm0006304	person	Morris Stoloff
nm0006305	person	Robert Stolz
nm0006307	person	Herbert Stothart
nm0006312	person	Jule Styne
nm0006313	person	Harry Sukman
nm0006322	person	Ken Thorne
nm0006323	person	Dimitri Tiomkin
nm0006324	person	Ernst Toch
nm0006329	person	Jimmy Van Heusen
nm0006331	person	Vangelis
nm0006337	person	Oliver Wallace
nm0006338	person	William Walton
nm0006339	person	Stephen Warbeck
nm0006388	person	David O. Selznick
nm0006442	person	Richard Robbins
nm0006445	person	Éric Rohmer
nm0006452	person	Stanley Kramer
nm0006453	person	Robert A. Pandini
nm0006465	person	Marilyn Vance
nm0006471	person	Elsa Lanchester
nm0006487	person	Jim Sheridan
nm0006509	person	Rodrigo Prieto
nm0006516	person	Chris Terrio
nm0006525	person	Elliot Tyson
nm0006570	person	Russell Boyd
nm0006621	person	Jean-Charles Tacchella
nm0006627	person	Lois Burwell
nm0006655	person	Steve Boeddeker
nm0006699	person	Joel Hynek
nm0006701	person	John Schwartzman
nm0006729	person	Pip Karmel
nm0006800	person	Sandy Dennis
nm0006836	person	Gerry Humphreys
nm0006837	person	Bill Melendez
nm0006838	person	Frank Kruse
nm0006869	person	Leslie Ekker
nm0006889	person	Herbert Ross
nm0006890	person	Paul Scofield
nm0006894	person	Michael De Luca
nm0006904	person	Tony Gilroy
nm0006954	person	Pierre Schoendoerffer
nm0006960	person	John Madden
nm0007020	person	Russell Williams
nm0007178	person	Walter Lassally
nm0007186	person	Arthur Miller
nm0007216	person	Nancy Carroll
nm0007223	person	James Dunn
nm0007321	person	Erik Aadahl
nm0007356	person	John O. Aalberg
nm0007973	person	George Abbott
nm0008004	person	L. B. Abbott
nm0008280	person	Achmed Abdullah
nm0008468	person	Luisa Abel
nm0009055	person	Phil Abramson
nm0009807	person	James Acheson
nm0009868	person	Ben Achtenberg
nm0009942	person	Shane Acker
nm0010063	person	Rodney Ackland
nm0010068	person	Brian Ackland-Snow
nm0010096	person	Barry Ackroyd
nm0010426	person	Deb Adair
nm0010471	person	Sandra Adair
nm0010480	person	Tom Adair
nm0010553	person	Ken Adam
nm0010736	person	Amy Adams
nm0010892	person	David Adams
nm0011078	person	John Adams
nm0011244	person	Nick Adams
nm0011470	person	Andrew Adamson
nm0011488	person	Harold Adamson
nm0011709	person	John Addison
nm0011790	person	Adele Palmer
nm0012117	person	Buddy Adler
nm0012196	person	Larry Adler
nm0012219	person	Peter Herman Adler
nm0012267	person	Trish Adlesic
nm0012443	person	Jan Sterling
nm0012938	person	James Agee
nm0013036	person	Ray Aghayan
nm0013037	person	Shohreh Aghdashloo
nm0014234	person	Michael Ahnemann
nm0014326	person	Lynn Ahrens
nm0014884	person	Matt Aitken
nm0015573	person	Albert Akst
nm0015899	person	Robert Alan Aurthur
nm0016776	person	Jack Albertson
nm0016825	person	Fred Albin
nm0016957	person	Kurt Albrecht
nm0017640	person	John Aldred
nm0017649	person	Theoni V. Aldredge
nm0018428	person	Gary Alexander
nm0018482	person	James R. Alexander
nm0018688	person	Richard Alexander
nm0018780	person	Tim Alexander
nm0019434	person	Karolyn Ali
nm0019977	person	Abel Meeropol
nm0020022	person	Ted Allan
nm0020063	person	Eric Allard
nm0020158	person	Nick Allder
nm0020168	person	Al Alleborn
nm0020371	person	Chris Allen
nm0020406	person	David W. Allen
nm0020441	person	Dede Allen
nm0020537	person	Gene Allen
nm0020657	person	Jo Allen
nm0020801	person	Marit Allen
nm0020899	person	Peter Allen
nm0020940	person	Reg Allen
nm0021217	person	Robert Aller
nm0021249	person	Roger Allers
nm0021284	person	Rebecca Alleway
nm0021329	person	Sara Allgood
nm0022314	person	Richard Alonzo
nm0022356	person	Bud Alper
nm0022412	person	Jon Alpert
nm0022441	person	Nick Alphin
nm0022656	person	Elio Altramura
nm0022746	person	Louis Alter
nm0022939	person	Stephen Altman
nm0023003	person	John Alton
nm0023469	person	Joe Alves
nm0024613	person	Walton C. Ament
nm0024694	person	E. Preston Ames
nm0024847	person	Sergio Amidei
nm0024925	person	Hossein Amini
nm0025374	person	Robert Amram
nm0025497	person	George Amy
nm0025832	person	Alberto Ancilotto
nm0026482	person	Carl Anderson
nm0026565	person	Darla K. Anderson
nm0026600	person	David LeRoy Anderson
nm0026794	person	Hayward Anderson
nm0026801	person	Henry F. Anderson III
nm0026803	person	Hesper Anderson
nm0026806	person	Howard A. Anderson, Jr.
nm0026936	person	John H. Anderson
nm0026944	person	John R. Anderson
nm0027052	person	Lance Anderson
nm0027173	person	Maxwell Anderson
nm0027183	person	Michael Anderson
nm0027287	person	Peter Anderson
nm0027294	person	Philip W. Anderson
nm0027328	person	Richard L. Anderson
nm0027355	person	Robert Anderson
nm0027370	person	Robin Anderson
nm0027380	person	Roland Anderson
nm0027423	person	Scott E. Anderson
nm0027572	person	Wes Anderson
nm0028636	person	Del Andrews
nm0028764	person	Mark Andrews
nm0029125	person	Mark Andrus
nm0030018	person	Edna Anhalt
nm0030019	person	Edward Anhalt
nm0030155	person	Daniel Anker
nm0030253	person	Graham Annable
nm0030333	person	Yury Annenkov
nm0030371	person	Anna Anni
nm0030693	person	Edgar Anstey
nm0030794	person	Kary Antholis
nm0031697	person	Tariq Anwar
nm0032064	person	Stephen Aplin
nm0032071	person	Anthony Apodaca
nm0032258	person	Lynn Appelle
nm0032315	person	Kalman Apple
nm0032335	person	Louis Applebaum
nm0033045	person	Manuel Arango
nm0033153	person	David Arata
nm0033405	person	Roy Arbogast
nm0033578	person	Jeff Arch
nm0033658	person	Ernest Archer
nm0033767	person	Jan Archibald
nm0034124	person	Robert Ardrey
nm0035146	person	Alice Arlen
nm0035184	person	Justine Shapiro
nm0035186	person	Arthur E. Arling
nm0035372	person	Robert Armbruster
nm0035697	person	Eric Armstrong
nm0035761	person	John Armstrong
nm0036069	person	Leo Arnaud
nm0036155	person	Stefan Arndt
nm0036349	person	Andrea Arnold
nm0036366	person	Bonnie Arnold
nm0036507	person	John Arnold
nm0036973	person	Jerry Aronson
nm0036977	person	Josh Aronson
nm0036981	person	Letty Aronson
nm0037247	person	Guillermo Arriaga
nm0037761	person	George K. Arthur
nm0037923	person	Wayne Artman
nm0038502	person	Kenneth Ascher
nm0038507	person	Steven Ascher
nm0038598	person	Kami Asgar
nm0038871	person	Japhet Asher
nm0039107	person	Raymond Abrashkin
nm0039141	person	Howard Ashman
nm0039202	person	Donald M. Ashton
nm0039454	person	Gil Askey
nm0039544	person	Bub Asman
nm0039548	person	John Asman
nm0039607	person	Anna Asp
nm0039834	person	Tamara Asseyev
nm0040013	person	Christine Astin
nm0040014	person	John Astin
nm0040390	person	Bhanu Athaiya
nm0040852	person	Leopold Atlas
nm0041181	person	Colleen Atwood
nm0041681	person	Mischa Auer
nm0041932	person	Mark Rydell
nm0042159	person	Jean Aurel
nm0042306	person	Paul Denham Austerberry
nm0042431	person	John P. Austin
nm0042472	person	Michael Austin
nm0042553	person	William Austin
nm0043081	person	Stephen Morehouse Avery
nm0043480	person	George Axelrod
nm0043796	person	Maurice Ayers
nm0043861	person	Dennis Ayling
nm0044007	person	Ralph Ayres
nm0044833	person	Fay Babcock
nm0045301	person	Danilo Bach
nm0045321	person	Jean Bach
nm0045414	person	Franz Bachelin
nm0045610	person	Frédéric Back
nm0045677	person	Marshall Backlar
nm0045938	person	Nicola Badalucco
nm0045941	person	Bob Badami
nm0045968	person	Hermione Baddeley
nm0047050	person	Manfred Baier
nm0047193	person	Chris Bailey
nm0047810	person	Fay Bainter
nm0047878	person	Jason Baird
nm0048212	person	Alice Baker
nm0048301	person	Buddy Baker
nm0048441	person	Ezra R. Baker
